ID;Company Name;Trade Name;Address Status;Address 1;Address 2;Postal Code;City;State/Province;Country;Company Registration Number;Company Registration Type Code;Country Phone Access Code;CEO Name;Business Category Code 1;Business Category Code 1 - Description;Founding Year;Yearly Revenue Local Currency;Yearly Revenue in U.S. Dollars;Employees On Site;Employees Total;Import/Export Code;Import/Export Code - Description;Business Legal Type;Business Legal Type - Description;Location Type - Description;Subsidiary Code - Description;Local Headquarter ID Number;Local Headquarter Company Name;Local Headquarter Street Address;Local Headquarter City;Local Headquarter State/Province;Local Headquarter Country Name;Local Headquarter Postal Code;National Headquarter ID Number;National Headquarter Company Name;National Headquarter Street Address;National Headquarter City Name;National Headquarter State/Province Name;National Headquarter Postal Code;Global Headquarter ID Number;Global Headquarter Company Name;Global Headquarter Street Address;Global Headquarter City Name;Global Headquarter State/Province;Global Headquarter Country Name;Global Headquarter Postal Code;Number of Companies in Group;Group Code;Group Linkage Code
258121558;Groupement Auxiliaire De Moyens;GAM;N;1 Boulevard Haussmann;;75009;Paris;Paris;France;3,09904E+13;00017;0033;Benoit Orhan;7622;Radio and Television Repair Shops;1977;213627652;221871329;6;6;G;Not available or none;12;Partnership of unknown;;Is a subsidiary;263952386;BNP PARIBAS;16 BOULEVARD DES ITALIENS;PARIS;ILE-DE-FRANCE;FRANCE;75009;263952386;BNP PARIBAS;16 BOULEVARD DES ITALIENS;PARIS;ILE-DE-FRANCE;75009;263952386;BNP PARIBAS;16 BOULEVARD DES ITALIENS;PARIS;ILE-DE-FRANCE;FRANCE;75009;4985;8073368;2
257622380;Tang Freres;;N;48 Avenue D Ivry;;75013;Paris;Paris;France;3,06244E+13;00017;0033;Thao Bou Rattanavan;5199;Nondurable Goods, Not Elsewhere Classified;1976;213446271;221682949;100;415;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;257622380;TANG FRERES;48 AVENUE D IVRY;PARIS;ILE-DE-FRANCE;FRANCE;75013;257622380;TANG FRERES;48 AVENUE D IVRY;PARIS;ILE-DE-FRANCE;75013;257622380;TANG FRERES;48 AVENUE D IVRY;PARIS;ILE-DE-FRANCE;FRANCE;75013;21;28888996;1
259424944;Adova Holding;;N;45 Rue Du Cardinal Lemoine;;75005;Paris;Paris;France;8,09868E+13;00017;;Jean-louis Grevet;7389;Business Services, Not Elsewhere Classified;2015;200077000;221362792;0;7;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;267441046;PERCEVA;32 AV DE L OPERA;PARIS 2;ILE-DE-FRANCE;FRANCE;75002;267441046;PERCEVA;32 AV DE L OPERA;PARIS 2;ILE-DE-FRANCE;75002;267441046;PERCEVA;32 AV DE L OPERA;PARIS 2;ILE-DE-FRANCE;FRANCE;75002;275;22857740;2
262331438;Mercury Engineering France;;N;3 5;3 Rue Saint Georges;75009;Paris;Paris;France;8,78405E+13;00017;0000;Eoin Paul Vaughan;8711;Engineering Services;2019;212817274;221029680;58;58;G;Not available or none;3;Corporation;;;;;;;;;;;;;;;;;;;;;;;0;;0
257799244;Karavel;CARAVEL-KARAVELLE-KARAVELE-CARAVELL-CARVAIL-KVL-KVL VOYAGES-PROMOVACANCES-PROMOVACANCE-PAR;N;17 Rue de L'Echiquier;;75010;Paris;Paris;France;5,32322E+13;00017;0033;;4725;Tour Operators;2011;199680111;220923679;250;500;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;257500713;CHARLES;17 RUE DE L'ECHIQUIER;PARIS;ILE-DE-FRANCE;FRANCE;75010;257500713;CHARLES;17 RUE DE L'ECHIQUIER;PARIS;ILE-DE-FRANCE;75010;257500713;CHARLES;17 RUE DE L'ECHIQUIER;PARIS;ILE-DE-FRANCE;FRANCE;75010;158;22386287;2
263439333;Locaposte;;N;111 Boulevard Brune;;75014;Paris;Paris;France;4,79145E+13;00017;;;6519;Lessors of Real Property, Not Elsewhere Classified;2004;202431479;220037147;1;1;G;Not available or none;3;Corporation;;Is a subsidiary;286343464;POSTE IMMO;111 BOULEVARD BRUNE;PARIS;ILE-DE-FRANCE;FRANCE;75014;256704126;AGENCE DES PARTICIPATIONS DE L'ETAT;TELEDOC 228;PARIS 12;ILE-DE-FRANCE;75012;256704126;AGENCE DES PARTICIPATIONS DE L'ETAT;TELEDOC 228;PARIS 12;ILE-DE-FRANCE;FRANCE;75012;30919;20242260;5
260873077;Villers Services Center;ALLIANCE PARIS EST;N;31 Rue de la Voute;;75012;Paris;Paris;France;4,5012E+13;00017;0033;Thomas Szczepaniak Koller;5511;Motor Vehicle Dealers (New and Used);2003;202348789;219947266;50;100;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;263542157;VOLKSWAGEN GROUP RETAIL FRANCE;PARC DES REFLETS BATIMENT C;ROISSY-EN-FRANCE;ILE-DE-FRANCE;FRANCE;95700;263542157;VOLKSWAGEN GROUP RETAIL FRANCE;PARC DES REFLETS BATIMENT C;ROISSY-EN-FRANCE;ILE-DE-FRANCE;95700;270768399;VOLKSWAGEN AG;Berliner Ring 2;Wolfsburg;Niedersachsen;GERMANY;38440;4637;26718328;4
263170587;Coty France;;N;14 Rue Du Quatre Septembre;;75002;Paris;Paris;France;5,52019E+13;00017;0033;Gregoire Hedde;5122;Drugs, Drug Proprietaries, and Druggists' Sundries;1955;204923748;218799750;50;200;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;259989812;HFC PRESTIGE HOLDING FRANCE;14 RUE DU 4 SEPTEMBRE;PARIS;PARIS;FRANCE;75002;259989812;HFC PRESTIGE HOLDING FRANCE;14 RUE DU 4 SEPTEMBRE;PARIS;PARIS;75002;515267332;Coty Inc.;350 5TH Ave;NEW YORK;New York;UNITED STATES OF AME;101180110;240;2793150;3
286442600;Le Parisien Libere;;N;10 Boulevard de Grenelle;;75015;Paris;Paris;France;3,3289E+13;00017;0033;Pierre Louette;2711;Newspapers: Publishing, or Publishing and Printing;1985;185026425;218183900;250;500;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;286388734;UFIPAR;24 A 32;PARIS;ILE-DE-FRANCE;FRANCE;75008;264763347;LVMH MOET HENNESSY LOUIS VUITTON;22 AVENUE MONTAIGNE;PARIS;ILE-DE-FRANCE;75008;264763347;LVMH MOET HENNESSY LOUIS VUITTON;22 AVENUE MONTAIGNE;PARIS;ILE-DE-FRANCE;FRANCE;75008;4846;11740259;4
263384070;Goyard St Honore;;N;16 Place Vendome;;75001;Paris;Paris;France;5,82031E+13;00017;0033;;5021;Furniture;1958;192269384;217607605;20;20;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;263384070;GOYARD ST HONORE;16 PLACE VENDOME;PARIS;ILE-DE-FRANCE;FRANCE;75001;263384070;GOYARD ST HONORE;16 PLACE VENDOME;PARIS;ILE-DE-FRANCE;75001;263384070;GOYARD ST HONORE;16 PLACE VENDOME;PARIS;ILE-DE-FRANCE;FRANCE;75001;22;4057243;1
263237763;Mantalo;;N;15 Rue de la Banque;;75002;Paris;Paris;France;8,91556E+13;00017;;;7999;Amusement and Recreation Services, Not Elsewhere Classified;2020;200000000;217394200;3;3;G;Not available or none;3;Corporation;;Is a subsidiary;258324720;MANTA;18 PLACE DES ETATS-UNIS;PARIS;ILE-DE-FRANCE;FRANCE;75016;258324720;MANTA;18 PLACE DES ETATS-UNIS;PARIS;ILE-DE-FRANCE;75016;258324720;MANTA;18 PLACE DES ETATS-UNIS;PARIS;ILE-DE-FRANCE;FRANCE;75016;3;33136874;2
326272897;Auxia;;N;21 Rue Laffitte;;75009;Paris;Paris;France;4,22088E+13;00017;0033;Christophe Scherrer;6311;Life Insurance;1999;158895004;216621559;50;62;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;321162780;HOLDING MALAKOFF HUMANIS;21 RUE LAFFITTE;PARIS;ILE-DE-FRANCE;FRANCE;75009;437349870;MALAKOFF HUMANIS PREVOYANCE;21 RUE LAFFITTE;PARIS 9;ILE-DE-FRANCE;75009;437349870;MALAKOFF HUMANIS PREVOYANCE;21 RUE LAFFITTE;PARIS 9;ILE-DE-FRANCE;FRANCE;75009;72;3181501;3
285946976;Ralph Lauren France SAS;POLOCO S.A.S.;N;23 Rue de Vienne;;75008;Paris;Paris;France;3,42879E+13;00017;0033;Carmel Ann Pedatella;5699;Miscellaneous Apparel and Accessory Stores;1987;199541851;216616049;100;622;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;286363231;ACQUI POLO SAS;23 RUE DE VIENNE;PARIS;ILE-DE-FRANCE;FRANCE;75008;286363231;ACQUI POLO SAS;23 RUE DE VIENNE;PARIS;ILE-DE-FRANCE;75008;203515279;ACQUI POLO SAS;23 RUE DE VIENNE;PARIS;ILE-DE-FRANCE;FRANCE;75008;21;16070220;5
277057883;Sirca SNC;SIRCA;N;Nâ°8 Au 10;8 Boulevard de Vaugirard;75015;Paris;Paris;France;3,88156E+13;00017;;;6411;Insurance Agents, Brokers, and Service;1992;199226681;216553625;100;2045;G;Not available or none;12;Partnership of unknown;Headquarter/Parent (branches and/or subsidiaries report to it);;277057883;SIRCA SNC;NÂ°8 AU 10;PARIS;ILE-DE-FRANCE;FRANCE;75015;277057883;SIRCA SNC;NÂ°8 AU 10;PARIS;ILE-DE-FRANCE;75015;277057883;SIRCA SNC;NÂ°8 AU 10;PARIS;ILE-DE-FRANCE;FRANCE;75015;27;8592785;1
354507391;Scor Gie Informatique;;N;5 Avenue Kleber;;75016;Paris;Paris;France;9,50571E+13;00017;0033;Jean-baptiste Faure;7389;Business Services, Not Elsewhere Classified;1989;199140880;216460361;3;3;G;Not available or none;12;Partnership of unknown;;Is a subsidiary;263233876;SCOR SE;IMMEUBLE SCOR;PARIS;ILE-DE-FRANCE;FRANCE;75016;263233876;SCOR SE;IMMEUBLE SCOR;PARIS;ILE-DE-FRANCE;75016;263233876;SCOR SE;IMMEUBLE SCOR;PARIS;ILE-DE-FRANCE;FRANCE;75016;100;3813793;2
263614068;Diptyque;;N;34 Boulevard Saint-germain;;75005;Paris;Paris;France;6,12043E+13;00017;0033;Fabienne Mauny;2844;Perfumes, Cosmetics, and Other Toilet Preparations;1961;199043207;216354194;20;246;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;264781007;MANZANITA;34 BOULEVARD SAINT-GERMAIN;PARIS;ILE-DE-FRANCE;FRANCE;75005;264781007;MANZANITA;34 BOULEVARD SAINT-GERMAIN;PARIS;ILE-DE-FRANCE;75005;264781007;MANZANITA;34 BOULEVARD SAINT-GERMAIN;PARIS;ILE-DE-FRANCE;FRANCE;75005;17;17514285;2
267193229;Data 4 Services;DATA IV SERVICES;N;6 Rue de la Tremoille;;75008;Paris;Paris;France;4,93255E+13;00017;0033;Olivier Micheli;7379;Computer Related Services, Not Elsewhere Classified;2006;195222753;212201471;20;91;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;266900864;DATA 4;6 RUE DE LA TREMOILLE;PARIS;ILE-DE-FRANCE;FRANCE;75008;266900864;DATA 4;6 RUE DE LA TREMOILLE;PARIS;ILE-DE-FRANCE;75008;246023525;Brookfield Infrastructure Partners L.P.;100-181 Bay St;TORONTO;ONTARIO;CANADA;M5J 2T3;645;7593607;3
260435734;BA&SH;;N;Lots 28 Et 29;67 Av Raymond Poincare;75116;Paris;Paris;France;4,49159E+13;00017;0033;Pierre-arnaud Grenade;5699;Miscellaneous Apparel and Accessory Stores;2003;203632770;211490755;100;500;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;259397713;MUSE HOLDING;29 RUE PASTOURELLE;PARIS 03;ILE-DE-FRANCE;FRANCE;75003;259397713;MUSE HOLDING;29 RUE PASTOURELLE;PARIS 03;ILE-DE-FRANCE;75003;259397713;MUSE HOLDING;29 RUE PASTOURELLE;PARIS 03;ILE-DE-FRANCE;FRANCE;75003;129;27078920;2
259032912;Gie Ag2r;;N;14/16;14 Boulevard Malesherbes;75008;Paris;Paris;France;8,01947E+13;00017;0033;Jean-pierre Robert;7389;Business Services, Not Elsewhere Classified;2014;200000000;211483600;100;2000;G;Not available or none;12;Partnership of unknown;Headquarter/Parent (branches and/or subsidiaries report to it);;259032912;GIE AG2R;14/16;PARIS;ILE-DE-FRANCE;FRANCE;75008;259032912;GIE AG2R;14/16;PARIS;ILE-DE-FRANCE;75008;259032912;GIE AG2R;14/16;PARIS;ILE-DE-FRANCE;FRANCE;75008;76;7626424;1
259780427;Gie Bnp Paribas Cardif;;N;1 Boulevard Haussmann;;75009;Paris;Paris;France;3,18247E+13;00017;0033;Pauline Christine Marie Leclercglorieux;7389;Business Services, Not Elsewhere Classified;1980;200000000;211483600;2000;2000;G;Not available or none;12;Partnership of unknown;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;264496170;CARDIF ASSURANCE VIE;1 BOULEVARD HAUSSMANN;PARIS;ILE-DE-FRANCE;FRANCE;75009;263952386;BNP PARIBAS;16 BOULEVARD DES ITALIENS;PARIS;ILE-DE-FRANCE;75009;263952386;BNP PARIBAS;16 BOULEVARD DES ITALIENS;PARIS;ILE-DE-FRANCE;FRANCE;75009;4985;8072704;4
285955293;Gie Axa;;N;23 Avenue Matignon;;75008;Paris;Paris;France;3,33491E+13;00017;0033;Koen Hermans;7389;Business Services, Not Elsewhere Classified;1985;200000000;211483600;20;500;G;Not available or none;12;Partnership of unknown;Headquarter/Parent (branches and/or subsidiaries report to it);;285955293;GIE AXA;23 AVENUE MATIGNON;PARIS;ILE-DE-FRANCE;FRANCE;75008;285955293;GIE AXA;23 AVENUE MATIGNON;PARIS;ILE-DE-FRANCE;75008;285955293;GIE AXA;23 AVENUE MATIGNON;PARIS;ILE-DE-FRANCE;FRANCE;75008;4;16887835;1
490374261;Groupama Supports Et Services;G2S;N;08-okt;8 Rue D'Astorg;75008;Paris;Paris;France;4,10547E+13;00017;0033;Philippe Bellorini;7389;Business Services, Not Elsewhere Classified;1997;200000000;211483600;3;1000;G;Not available or none;12;Partnership of unknown;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;325478171;CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA;08-okt;PARIS;ILE-DE-FRANCE;FRANCE;75008;325478171;CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA;08-okt;PARIS;ILE-DE-FRANCE;75008;325478171;CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA;08-okt;PARIS;ILE-DE-FRANCE;FRANCE;75008;572;18943921;2
263118420;Euroclear France;;N;66 Rue de la Victoire;;75009;Paris;Paris;France;5,42058E+13;00017;0033;Jacques Peters;6289;Services Allied With the Exchange of Securities or Commodities, Not Elsewhere Classified;1954;202880891;210709862;82;0;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;266832370;Euroclear;Boulevard du Roi Albert II 1;Bruxelles;BRUXELLES-CAPITALE;BELGIUM;1210;263118420;EUROCLEAR FRANCE;66 RUE DE LA VICTOIRE;PARIS;PARIS;75009;285504769;Euroclear Investments;Boulevard du Roi Albert II 1;Bruxelles;BRUXELLES-CAPITALE;BELGIUM;1210;151;17232060;3
256836295;Lazard Group Real Estate;;N;16 Place Vendome;;75001;Paris;Paris;France;5,09222E+13;00017;0033;FranÃ§ois Lazard;6722;Management Investment Offices, Open-End;2008;201812323;209600059;1;20;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;256836295;LAZARD GROUP REAL ESTATE;16 PLACE VENDOME;PARIS;ILE-DE-FRANCE;FRANCE;75001;256836295;LAZARD GROUP REAL ESTATE;16 PLACE VENDOME;PARIS;ILE-DE-FRANCE;75001;256836295;LAZARD GROUP REAL ESTATE;16 PLACE VENDOME;PARIS;ILE-DE-FRANCE;FRANCE;75001;19;11028788;1
263246343;Constructions Mecaniques De Normandie;CMN;N;19 Avenue Franklin D. Roosevelt;;75008;Paris;Paris;France;5,62111E+13;00017;0033;Serge Quaranta;3731;Ship Building and Repairing;1956;192046319;208748779;3;525;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;285944474;CMN NAVAL;19 AVENUE FRANKLIN D. ROOSEVELT;PARIS;ILE-DE-FRANCE;FRANCE;75008;285944474;CMN NAVAL;19 AVENUE FRANKLIN D. ROOSEVELT;PARIS;ILE-DE-FRANCE;75008;285944474;CMN NAVAL;19 AVENUE FRANKLIN D. ROOSEVELT;PARIS;ILE-DE-FRANCE;FRANCE;75008;3;24378408;2
260366536;Dsp;;N;22 Rue Brunel;;75017;Paris;Paris;France;8,21916E+13;00017;;Christophe Jacques Christian Gaybellile;5169;Chemicals and Allied Products, Not Elsewhere Classified;2016;192042712;208744859;20;367;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;320787948;Specialty Electronic Materials Netherlands B.V.;Baanhoekweg 22;Dordrecht;ZUID-HOLLAND;NETHERLANDS;3313 LA;260366536;DSP;22 RUE BRUNEL;PARIS 17;ILE-DE-FRANCE;75017;215891995;DuPont de Nemours, Inc.;974 Centre Rd Bldg 730;WILMINGTON;Delaware;UNITED STATES OF AME;198051269;404;4125151;4
286387112;Edmond De Rothschild Asset Management (france);LCF-ROTHSCHILDFUND - EDRAM - EDRFUND - EDMOND DE ROTHSCHILD ASSET MANAGEMENT - EDR;N;47 Rue Du Faubourg Saint-honore;;75008;Paris;Paris;France;3,32653E+13;00017;0033;Cynthia Fanny Renee Dufaux;6211;Security Brokers, Dealers, and Flotation Companies;1985;191531556;208189247;100;100;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;263287180;EDMOND DE ROTHSCHILD (FRANCE);47 RUE DU FAUBOURG SAINT HONORE;PARIS 8;ILE-DE-FRANCE;FRANCE;75008;266355704;EDMOND DE ROTHSCHILD SA;47 RUE DU FAUBOURG SAINT HONORE;PARIS 8;ILE-DE-FRANCE;75008;318753332;Edmond de Rothschild Holding SA;Route de Pregny 21;CHAMBÉSY;GENÈVE;SWITZERLAND;1292;130;24025356;4
285940898;Bpce Immo Exploitation;;N;7 Pro Germaine Sablon;;75013;Paris;Paris;France;3,52784E+13;00017;0033;Laurent Benatar;6519;Lessors of Real Property, Not Elsewhere Classified;1989;191296240;207933465;0;20;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;263116299;NATIXIS;7 PRO GERMAINE SABLON;PARIS 13;ILE-DE-FRANCE;FRANCE;75013;267203496;BPCE;7 PRO GERMAINE SABLON;PARIS 13;ILE-DE-FRANCE;75013;267203496;BPCE;7 PRO GERMAINE SABLON;PARIS 13;ILE-DE-FRANCE;FRANCE;75013;8952;30094916;3
258881197;Rodland;;N;60 Cite Des Fleurs;;75017;Paris;Paris;France;7,99456E+13;00017;0000;Guillaume Rodière;8742;Management Consulting Services;2014;200000000;207717800;10;10;G;Not available or none;3;Corporation;;;;;;;;;;;;;;;;;;;;;;;0;;0
267263135;Totalenergies - Centrale Electrique Bayet;;N;2 B Rue Louis Armand;;75015;Paris;Paris;France;4,94581E+13;00017;0033;Xavier Rouzeaud;4911;Electric Services;2007;183142000;207277368;33;35;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;258128341;TOTALENERGIES ELECTRICITE ET GAZ FRANCE;2 B RUE LOUIS ARMAND;PARIS;PARIS;FRANCE;75015;263116871;TOTALENERGIES SE;TOTALENERGIE SE LA DEFENSE 6;COURBEVOIE;HAUTS DE SEINE;92400;263116871;TOTALENERGIES SE;TOTALENERGIE SE LA DEFENSE 6;COURBEVOIE;HAUTS DE SEINE;FRANCE;92400;5529;19692544;3
286382244;Maroquinerie Auguste Thomas;A THOMAS MAROQUINIER;N;5 Rue de Castiglione;;75001;Paris;Paris;France;3,26995E+13;00017;0033;Thierry Georges Auguste Thomas;3199;Leather Goods, Not Elsewhere Classified;1983;190584708;207160051;18;367;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;286382244;MAROQUINERIE AUGUSTE THOMAS;5 RUE DE CASTIGLIONE;PARIS;ILE-DE-FRANCE;FRANCE;75001;286382244;MAROQUINERIE AUGUSTE THOMAS;5 RUE DE CASTIGLIONE;PARIS;ILE-DE-FRANCE;75001;286382244;MAROQUINERIE AUGUSTE THOMAS;5 RUE DE CASTIGLIONE;PARIS;ILE-DE-FRANCE;FRANCE;75001;20;30557165;1
264091977;Unibail-Rodamco-Westfield SE;unibail-rodamco-westfield;N;7 Place Du Chancelier Adenauer;;75016;Paris;Paris;France;6,82024E+13;00017;0033;Jacques Blaise Richier;6552;Land Subdividers and Developers, Except Cemeteries;1968;199208000;206895238;6;34;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;264091977;UNIBAIL-RODAMCO-WESTFIELD SE;7 PLACE DU CHANCELIER ADENAUER;PARIS;ILE-DE-FRANCE;FRANCE;75016;264091977;UNIBAIL-RODAMCO-WESTFIELD SE;7 PLACE DU CHANCELIER ADENAUER;PARIS;ILE-DE-FRANCE;75016;264091977;UNIBAIL-RODAMCO-WESTFIELD SE;7 PLACE DU CHANCELIER ADENAUER;PARIS;ILE-DE-FRANCE;FRANCE;75016;411;4588162;1
285936476;Veolia Industries Global Solutions;V.I.G.S;N;21 Rue la Boetie;;75008;Paris;Paris;France;4,09887E+13;00017;0033;Jean-franÃ§ois Andre Nogrette;4961;Steam and Air-Conditioning Supply;1996;190162822;206701473;500;500;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;322628512;VEOLIA ENVIRONNEMENT;21 RUE LA BOETIE;PARIS;ILE-DE-FRANCE;FRANCE;75008;322628512;VEOLIA ENVIRONNEMENT;21 RUE LA BOETIE;PARIS;ILE-DE-FRANCE;75008;322628512;VEOLIA ENVIRONNEMENT;21 RUE LA BOETIE;PARIS;ILE-DE-FRANCE;FRANCE;75008;7110;13203539;2
454293329;Air Liquide Sante France;;N;6 Rue Cognacq-jay;;75007;Paris;Paris;France;3,79369E+13;00017;0033;Florent Pinaroli;1711;Plumbing, Heating and Air-Conditioning;1990;189751837;206254744;297;500;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;263188850;AIR LIQUIDE SANTE INTERNATIONAL;75 QUAI D'ORSAY;PARIS;ILE-DE-FRANCE;FRANCE;75007;263182597;L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE;75 QUAI D'ORSAY;PARIS;ILE-DE-FRANCE;75007;263182597;L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE;75 QUAI D'ORSAY;PARIS;ILE-DE-FRANCE;FRANCE;75007;3523;15557773;3
354377687;Air Liquide Hydrogene;;N;6 Rue Cognacq-jay;;75007;Paris;Paris;France;4,40325E+13;00017;0033;Patrice Malletroit;2813;Industrial Gases;2001;189644977;206138590;0;51;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;258835762;AIR LIQUIDE FRANCE INDUSTRIE;6 RUE COGNACQ-JAY;PARIS;ILE-DE-FRANCE;FRANCE;75007;263182597;L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE;75 QUAI D'ORSAY;PARIS;ILE-DE-FRANCE;75007;263182597;L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE;75 QUAI D'ORSAY;PARIS;ILE-DE-FRANCE;FRANCE;75007;3523;15557860;3
260000314;Sportscotv;;N;2 Rue Du Gal Alain de Boissieu;;75015;Paris;Paris;France;8,19961E+13;00017;0033;Arthur Dreyfuss;4833;Television Broadcasting Stations;2016;189559535;206045717;4;4;G;Not available or none;3;Corporation;;Is a subsidiary;286557364;NEXT RADIO TV;2 RUE DU GAL ALAIN DE BOISSIEU;PARIS 15;ILE-DE-FRANCE;FRANCE;75015;259617806;CMA CGM PROJECTS 6;BOULEVARD SAADE - QUAI ARENC;MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;13002;284860265;CMA CGM PROJECTS 6;BOULEVARD SAADE - QUAI ARENC;MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;FRANCE;13002;32;19292752;6
261140113;Hugo Boss France SAS;;N;2 Place Du Palais Royal;;75001;Paris;Paris;France;4,50772E+13;00017;0033;;5699;Miscellaneous Apparel and Accessory Stores;2003;181900356;205872094;250;614;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;319684420;Hugo Boss International B.V.;Danzigerkade 9 d;Amsterdam;NOORD-HOLLAND;NETHERLANDS;1013 AP;261140113;HUGO BOSS FRANCE SAS;2 PLACE DU PALAIS ROYAL;PARIS;PARIS;75001;271133265;HUGO BOSS AG;Dieselstr. 12;Metzingen;Baden-Württemberg;GERMANY;72555;336;1328548;5
260691693;Eleva Capital;;N;Batiment Murat Sud;32 Rue de Monceau;75008;Paris;Paris;France;8,29373E+13;00017;0033;Eric Bendahan;6211;Security Brokers, Dealers, and Flotation Companies;2017;177205546;205850000;35;0;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;260691693;ELEVA CAPITAL;BATIMENT MURAT SUD;PARIS;PARIS;FRANCE;75008;260691693;ELEVA CAPITAL;BATIMENT MURAT SUD;PARIS;PARIS;75008;260691693;ELEVA CAPITAL;BATIMENT MURAT SUD;PARIS;PARIS;FRANCE;75008;4;9478592;1
387782365;Centrale Europeenne De Distribution - C10;C10;N;59-61;59 B Rue Pernety;75014;Paris;Paris;France;4,14229E+13;00017;0033;Laurent Tribouillet;5199;Nondurable Goods, Not Elsewhere Classified;1997;189162989;205614683;49;50;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;387782365;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;59-61;PARIS 14;ILE-DE-FRANCE;FRANCE;75014;387782365;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;59-61;PARIS 14;ILE-DE-FRANCE;75014;387782365;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;59-61;PARIS 14;ILE-DE-FRANCE;FRANCE;75014;8;22619525;1
285952562;Pierre Balmain;;N;44 Rue Francois Ier;;75008;Paris;Paris;France;5,82055E+13;00017;0033;;2399;Fabricated Textile Products, Not Elsewhere Classified;1958;185791853;205557877;20;250;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;257567372;BALMAIN;44 RUE FRANCOIS IER;PARIS;ILE-DE-FRANCE;FRANCE;75008;257567372;BALMAIN;44 RUE FRANCOIS IER;PARIS;ILE-DE-FRANCE;75008;257567372;BALMAIN;44 RUE FRANCOIS IER;PARIS;ILE-DE-FRANCE;FRANCE;75008;15;31734993;2
